experiment_id,repetition,num_boids,num_preds,matching_factor,avoid_factor,centering_factor,seed,fish_eaten,fish_remaining
0,1,50,1,0.05,0.07,0.0001,44,39,11
0,2,50,1,0.05,0.07,0.0001,44,41,9
1,1,50,1,0.05,0.07,0.0003,44,34,16
1,2,50,1,0.05,0.07,0.0003,44,31,19
2,1,50,1,0.05,0.07,0.0005,44,33,17
2,2,50,1,0.05,0.07,0.0005,44,35,15
3,1,50,1,0.05,0.07,0.001,44,39,11
3,2,50,1,0.05,0.07,0.001,44,33,17
4,1,50,1,0.05,0.07,0.002,44,34,16
4,2,50,1,0.05,0.07,0.002,44,35,15
